EndTime,Port,Slot,Time,TaskName,RecipeName,Group,Site,Cycle,Thickness,MSE,Iteration,AlignOffsetX,AlignOffsetY,StageX,StageY,StageZ,X,Y,Z,Symmetric,UV_C,UV_B,UV_A,Visible,IR,WVShift,SpectrumPath,SELampHeadTemp,SELampLaserTemp,TempNearQcell,Temp1xCam,TempEFEM,TempInnerHFFU,TempBelowFFU,TempAmbient,HumidInner,HumidOuter,ChuckVacuum1,ChuckVacuum2,RefFES,AFCount,StartPos,StartFES,StartSUM,StartQA,StartQB,StartQC,StartQD,FocusPos,FES,SUM,QA,QB,QC,QD
02/14/2024 18:22:07.423,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,1,1,18.1886,1.45E-05,2,826.54,1017.244,1053.928,-2541.646,-800.652,-1900,1500,-800,70645.1,3715.645,17181.395,12853.942,12248.649,2731.347,1.242,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.28,24.993,26,27.6,25.2,25.1,26.1,25.1,38.8,42.2,-87.572,-88.004,,2,-800.002,0.290711,3088.473,542.924255,974.456,552.385,1018.708,-800.655,0.284,3084.506,548.112,969.878,555.437,1011.078
02/14/2024 18:22:09.119,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,2,1,18.27,1.44E-05,2,826.54,1017.244,1053.932,-2541.654,-800.819,-1900,1500,-800,83672.2,3710.105,17176.078,12848.177,12243.261,2730.293,1.243,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.28,25.007,26,27.6,25.2,25.1,26.1,25.1,38.8,42.2,-87.542,-88.035,,4,-800.654,0.285672,3082.064,545.976135,968.963,554.826,1012.299,-800.82,0.284,3085.116,548.112,969.268,556.963,1010.773
02/14/2024 18:22:10.510,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,3,1,18.418,1.63E-05,2,826.54,1017.244,1053.931,-2541.652,-800.817,-1900,1500,-800,79413.9,3714.687,17189.152,12854.71,12250.917,2731.635,1.243,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.28,25.007,26,27.6,25.3,25.1,26.1,25.1,38.8,42.2,-87.565,-87.958,,1,-800.822,0.283819,3081.759,546.891663,967.742,556.658,1010.468,-800.822,0.284,3081.759,546.892,967.742,556.658,1010.468
02/14/2024 18:22:11.823,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,4,1,18.2854,1.54E-05,2,826.54,1017.244,1053.93,-2541.651,-800.821,-1900,1500,-800,78255.4,3704.931,17162.778,12841.283,12239.292,2730.5,1.244,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.28,25.007,26,27.6,25.3,25.1,26.1,25.1,38.8,42.2,-87.557,-87.973,,1,-800.821,0.284313,3079.623,546.586487,967.132,555.437,1010.468,-800.821,0.284,3079.623,546.586,967.132,555.437,1010.468
02/14/2024 18:22:13.156,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,5,1,18.2612,1.50E-05,2,826.54,1017.244,1053.932,-2541.653,-800.817,-1900,1500,-800,79559.7,3711.936,17184.236,12852.794,12248.947,2731.549,1.243,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.28,24.991,26,27.6,25.3,25.1,26.1,25.2,38.8,42.1,-87.557,-87.958,,1,-800.82,0.284258,3084.506,547.502014,969.268,556.352,1011.383,-800.82,0.284,3084.505,547.502,969.268,556.352,1011.383
02/14/2024 18:22:14.693,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,6,1,18.4423,1.70E-05,2,826.54,1017.244,1053.936,-2541.656,-800.832,-1900,1500,-800,86984.1,3714.386,17184.916,12850.503,12246.766,2731.376,1.236,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.297,24.991,26,27.6,25.3,25.1,26,25.2,38.8,42.1,-87.526,-87.95,,3,-800.823,0.284908,3083.895,546.891663,969.573,555.742,1011.689,-800.833,0.284,3085.116,546.892,968.963,556.963,1012.299
02/14/2024 18:22:16.003,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,7,1,18.2133,1.46E-05,2,826.54,1017.244,1053.933,-2541.654,-800.831,-1900,1500,-800,77154.9,3714.445,17187.739,12853.566,12250.615,2732.03,1.245,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.297,24.991,26,27.6,25.2,25.1,26,25.2,38.8,42.1,-87.534,-87.973,,1,-800.827,0.284019,3086.032,547.80719,969.573,556.963,1011.689,-800.827,0.284,3086.031,547.807,969.573,556.963,1011.689
02/14/2024 18:22:17.703,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,8,1,18.2279,1.46E-05,2,826.54,1017.244,1053.933,-2541.648,-800.875,-1900,1500,-800,81302.1,3707.262,17186.759,12857.378,12252.917,2732.082,1.237,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.297,24.991,26,27.6,25.2,25.1,26,25.2,38.8,42.1,-87.503,-87.927,,4,-800.835,0.284654,3084.506,546.586487,968.963,556.658,1012.299,-800.875,0.283,3086.337,549.028,969.878,556.658,1010.773
02/14/2024 18:22:19.031,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,9,1,18.4167,1.64E-05,2,826.54,1017.244,1053.932,-2541.653,-800.875,-1900,1500,-800,80262.6,3706.719,17173.943,12846.016,12242.729,2730.725,1.238,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.276,25.001,26,27.6,25.2,25.1,26,25.2,38.8,42.1,-87.511,-87.919,,1,-800.874,0.2843,3082.98,546.891663,968.657,556.352,1011.078,-800.874,0.284,3082.979,546.892,968.657,556.352,1011.078
02/14/2024 18:22:20.392,LP3,1,02/14/2024 18:22:03.233,#3_Static_200X,#3_Static_200X_20A_R10_AF_ND05_225UV,center,10,1,18.3122,1.52E-05,2,826.54,1017.244,1053.933,-2541.65,-800.873,-1900,1500,-800,77892.6,3702.057,17161.125,12840.086,12239.479,2730.766,1.24,D:\AEliT\SpectrumFolder\RawSpectrum\Slot01_Wafer Recipe-#3_Static_200X_20A_R10_AF_ND05_225UV_center 2024-02-14 18-22-5-50,48.276,25.001,26,27.6,25.2,25.1,26,25.2,38.8,42.1,-87.503,-87.927,,1,-800.872,0.284146,3085.726,546.891663,968.657,557.573,1012.604,-800.872,0.284,3085.726,546.892,968.657,557.573,1012.604
