Infinity,0.34588316306663985,0.28677536614272775,772
1027.4812056876299,1.089706970658865,0.23378699935384212,771
Infinity,0.5585818315622055,0.24422028702927173,771
566.7776238171856,0.7740121951237996,0.23339160324363736,771
447.889143388388,0.47089895339587134,0.29584293155147545,772
Infinity,2.1137164471876755,1.107618919372359,201
Infinity,1.8420588612877051,1.099066094110464,201
457.6092292588404,1.2408228627066962,0.49616347621773055,203
476.15296342455724,0.6308091941989603,0.5669861694122484,200
348.22686998742824,0.6849005954189233,0.47326999314587626,199
Infinity,1.9371003392498913,0.38223853028714333,199
Infinity,3.0698096745512915,0.57015809165364,199
Infinity,2.2458437921563092,0.40098256665113896,199
619.7652923360658,2.1237661949094937,0.3526200659529142,179
307.08679718959115,1.8456025681333668,0.289159945033841,179
97.15875252999139,1.4451142881746941,0.40589785077026,123
127.67109283528208,0.5666776952228523,0.44732344049771144,123
90.70941310685224,0.8785767421664998,0.3803092453040147,123
835.4618431886735,2.090451268766204,0.43673687085983975,123
148.7701619171094,3.7203329049872425,0.29671031712463675,123
