Infinity,0.34588316306663985,0.21492326109548968,772
847.1685623206271,1.089706970658865,0.29896219649843503,771
Infinity,0.5585818315622055,0.2689644798131282,771
427.5427750440622,0.7740121951237996,0.26921872286875065,771
412.68820844928433,0.47089895339587134,0.24153430427152173,772
Infinity,2.1137164471876755,0.9695730451227205,201
Infinity,1.8420588612877051,1.002900088330906,201
488.1449404415451,1.2408228627066962,0.44672306543800044,203
415.7239902033845,0.6308091941989603,0.4254620905499212,200
279.8243779492863,0.6849005954189233,0.39725839856663797,199
Infinity,1.9371003392498913,0.3513733085500793,199
Infinity,3.0698096745512915,0.5334888931990414,199
Infinity,2.2458437921563092,0.3843752978658323,199
820.9607430901006,2.1237661949094937,0.3681479591078832,179
236.7409401555602,1.8456025681333668,0.2869091864470501,179
87.24274440883914,1.4451142881746941,0.4504684666243316,123
150.72631914106609,0.5666776952228523,0.6052079478185264,123
92.92049537128271,0.8785767421664998,0.26124666757698134,123
715.9905669769383,2.090451268766204,0.2949420804664961,123
158.9696646700913,3.7203329049872425,0.2523789578116946,123
